hours_studied,attendance,previous_score,assignment_score,sleep_hours,participation,final_grade
14.9816047538945,59.25664644193098,55.70234102415436,80.36217965253388,7.431975269701557,3,49.24904164284106
38.02857225639664,77.0950473689179,54.81872794431999,87.80088383148234,8.832593975799918,3,58.191136894927915
29.279757672456203,93.64729179382041,94.3752748312622,55.02807392754994,8.560965578740955,4,69.37046500080656
23.946339367881464,86.61124432047805,54.972771990970365,77.49244597641993,4.923399428162642,3,50.132742209489834
6.240745617697461,90.32805739307248,56.316983567717855,74.30475898862491,4.895496818448843,5,49.16697202268726
6.239780813448106,82.93916833553587,85.56389574507782,89.96982260729627,5.60904620646948,3,56.93921488026479
2.3233444867279784,84.61382822589263,66.9843905470324,94.36522362887564,6.166448358046223,5,55.851411984695055
34.647045830997406,92.45978257826596,86.60263341731087,40.72940628864321,6.450733488450895,3,63.505023398766475
24.04460046972835,62.483400442959294,43.92196945386311,80.44119514352755,8.078183301000072,5,48.31444302040498
28.322903111841818,74.47124818215703,69.25427162040306,43.11014794718374,4.340082592995012,3,49.01211531698684
0.8233797718320979,61.06047209098011,42.016816010996955,72.93151990464136,4.208036225356398,3,33.016913858788094
38.79639408647977,99.38340039983234,43.75919220732127,57.25796374262069,6.351463377663454,2,53.61714647303164
33.29770563201687,97.20296698433066,94.38624720066466,58.40659597132847,8.182982152827883,5,64.76316204716038
8.493564427131046,51.9713405684253,48.354722267055706,61.177510207141395,5.160612057738895,5,40.718581278968706
7.272998688284025,85.27875862578442,71.94524093651303,77.27754694297661,7.84902688753751,5,53.64740454891731
7.336180394137353,96.26241587078329,64.66573615604239,60.042997940126156,5.558968827641797,1,48.8169822534312
12.169689718381509,59.02876725636668,60.84059957553056,83.96194303541682,9.316516652881099,3,44.43007151275372
20.990257265289515,78.39726152763147,93.99000074123634,64.27164313443218,9.3741396655997,5,55.81797685883482
17.27780074568463,95.77441487940209,41.30940380652937,44.101192018597516,5.783723225687959,1,49.39168565011836
11.649165607921677,51.69729892928994,79.82738117053535,87.02559054904643,5.379962523779443,2,50.34146805341476
24.47411578889518,84.871013362342,97.80366605281303,57.14549947556236,6.467823832397388,5,63.062391403320326
5.579754426081673,64.86745036862754,73.61009100771051,65.96601277595576,5.4431895110808926,5,45.15056321455911
11.685785941408726,96.21980976882652,96.20934772198551,81.12663299331409,8.034303059750222,1,65.53046267002192
14.654473731747668,98.55291225826838,43.13547275716142,59.94736942892272,8.956388107289714,3,51.213788229577304
18.24279936868144,97.2133244556717,65.12759914444968,43.39513936880294,8.038552785467303,2,49.40653023420278
31.407038455720546,73.71071083287319,55.60946745772307,62.43526282076881,8.946102683496097,5,49.656093102262744
7.986951286334389,93.10213254946567,83.84925789884379,96.66691496165821,6.381952973244845,3,58.57290948557703
20.569377536544465,92.22746992675351,98.8778254298348,78.50406383791349,4.937901824253165,2,63.467007268637786
23.6965827544817,65.95502366216279,55.39180374665487,80.28874892003242,8.427705684385554,4,51.72158754733502
1.858016508799909,91.44577370753387,79.25047608844446,77.9369292182584,6.162847030849323,4,55.453422813697244
24.301794076057533,51.85038173577463,51.88585796558441,51.93952833756621,8.027624951374795,2,46.11792140980835
6.820964947491661,79.81349392410266,73.9198152742966,65.1000318461368,5.623863651890594,1,47.07995989284524
2.6020637194111806,61.50044186438515,67.83594920130017,85.0563879017991,4.487377808840036,2,42.65175271965799
37.95542149013333,56.02834428886394,98.32031977789222,46.08237385318955,9.95549077292658,2,58.165002704776356
38.625281322982374,53.84766008146046,76.51163636178799,56.671166565382734,4.937209047583596,1,45.94378649859105
32.33589392465844,84.81443879390699,60.97038232520913,56.579146507951215,9.930525963780887,1,56.32880427486326
12.184550766934827,66.9937481884033,46.845747093276,65.92113565567035,9.863679595398683,3,44.77022404221164
3.906884560255355,86.23833857643808,49.07480972409607,98.8221244565311,8.762908623448238,3,50.183750143849416
27.369321060486275,53.26781703994712,53.519015797074104,44.05015280102931,7.956537772491986,1,40.780780809032485
17.606099749584054,65.76451689153052,55.05799968041788,71.12205966283571,7.466842301506508,4,50.4506456823489
4.881529393791153,76.97456461876686,91.03696347046827,50.76188092073263,9.196609272267008,4,56.22156672007723
19.807076404450807,89.53615824194819,73.6733672969515,98.24059272458464,5.736637129716928,2,59.14263447204632
1.3755408446087358,65.9376251466035,71.40345468246198,46.798210283647855,6.806087274909262,5,46.080355561763824
36.372816083151285,81.29456882185045,46.88613231215305,64.21606014169548,7.716339816199012,2,54.15434117807101
10.351199264000677,94.29888741180935,91.6083816009661,84.27309909007637,6.467142855216947,2,62.23078766659764
26.50089137415928,80.79315940911523,83.36885819250902,82.27326568164672,6.564918724541608,5,61.13312342912176
12.468443043576439,61.64797373768169,44.0601017140001,65.36371821363593,5.981708005012506,1,40.90064579395392
20.802720847112433,51.220039077826904,82.47010583378612,60.79145007716309,7.385390900107216,4,47.756367518629965
21.868411173731186,93.50494369504649,72.61229304055877,63.85674271317224,9.103447168090696,2,57.66471649148475
7.394178221021082,51.063470542519354,44.9035207448067,55.85657578951836,5.209170268037877,5,36.07081158552874
38.783385110582344,93.73508363420997,67.49803849171938,52.31997632240799,9.606598232520648,3,58.29907132065855
31.005312934444582,76.4468567013606,69.08177722780282,68.9823818535334,8.134525922489377,2,50.54620108451837
37.579957662567566,96.95338492564481,49.94647240979654,56.112025364056436,8.93963927608018,4,53.07611469163126
35.79309401710595,89.93916178868326,96.74188882001694,57.247699893835005,7.33714415578007,1,62.41962065660652
23.915999152443405,99.89670552666686,90.99852228883972,79.40536380847342,8.677100208544381,2,68.64244368311363
36.87496940092467,67.53559077258551,80.1413402397465,98.11223990199353,4.0972023840368035,2,61.38410321321429
3.53970008207678,88.35941444655634,67.73773366003644,76.21823203356251,8.91028254867721,5,56.69814014829627
7.839314496765808,70.0965456804621,64.70593249507051,44.61876802389798,4.240833154512199,3,46.19759281209269
1.8090915564215226,73.99378101519544,79.05840802905725,44.53501683124402,9.339480258177176,3,48.85355118893246
13.013213230530575,81.37527316091851,72.72591216441432,97.08539325073396,9.95177648343186,1,58.16941344228684
15.547091587579281,93.68385570931693,43.73638635291314,57.83744741844002,5.764404773060667,4,44.1964781362272
10.853961270955836,99.20417345996475,70.75015892621991,45.52401916494853,5.261911337714762,1,56.16143707860647
33.14950036607718,88.41367069322591,88.38421703397037,75.9426752290229,8.592180183148244,2,60.50012264945406
14.270133067743572,70.8883391083667,67.55439265581748,77.41892669741597,5.51815804552152,2,50.36191954456224
11.23738038749523,71.06785011385351,43.117394653256106,78.91028920712128,9.19337429903322,3,48.23389132417949
21.70784332632994,86.87911507944457,87.17669196304199,56.04412167145248,4.61705555294486,4,59.85231559801621
5.636968998990506,61.938857288415115,52.08182692815846,40.9066410528685,4.755731178276149,5,34.36606491522064
32.08787923016159,55.52370565656973,55.51725009328233,97.9009221672683,9.874909330603693,4,53.36890744396425
2.982025747190833,67.73110788203883,49.882381205937754,55.05358274146615,8.043033389620028,2,37.64501310436687
39.47547746402069,64.36194958270409,59.81290389228985,80.56157728315284,9.081323346573717,5,50.87808083268018
30.889790771866295,64.81540602279951,85.4050903413181,82.39779219272258,5.945976264109108,4,59.760438669053826
7.948627261366896,61.680387552495496,71.16315157023624,76.60044502476914,8.058902497123626,4,47.48069403195713
0.22088468494409597,52.104659481818096,52.29287644904275,58.77444365281889,7.565450963851584,5,43.164711063842994
32.618457138193364,50.89369673667069,92.66980468912246,56.265775225843946,7.618900720737682,2,56.595644762974544
28.274293753904686,99.38611948680158,92.77491129709175,75.86009696216219,8.095194757226329,4,67.69034293368925
29.160286721639494,71.38865668679311,92.23470550276042,91.9657380167015,7.452155038774592,5,63.22931901823851
30.85081386743783,69.21633235798409,54.32777268289236,96.80402373540373,6.574374215815996,2,54.29105198675495
2.9617860693636144,83.9823641346535,67.07436065085929,46.35434826422546,5.655536166283281,5,45.818808382014545
14.338629141770905,60.912694393253204,99.0993793684525,49.28971675586319,8.611487985479211,5,54.949859839004894
4.634762381005189,97.49805919751127,86.32074857859942,96.68417552698477,5.357634580019117,4,67.12484051095659
34.52413703502374,89.3172507207776,41.63004527353359,84.19211370008756,8.154125836926486,2,51.41360722872819
24.931925073102317,54.47055011561297,43.91227547562952,92.97962948978639,5.39999693589596,4,46.246177445776674
13.235920994105967,70.87903878924642,67.83588260873996,52.15795804812059,7.751981019726723,1,48.762608076548894
2.5423340114409454,93.95591537810824,94.55321235169362,75.25515226656411,8.482469602774174,1,57.89415478241952
12.439292868626488,97.2366011145705,72.32210787716285,82.06837566504842,5.312283333439235,2,61.34569394766342
